2023-06-11 21:25:51,381 INFO    StreamThr :17864 [internal.py:wandb_internal():86] W&B internal server running at pid: 17864, started at: 2023-06-11 21:25:51.380396
2023-06-11 21:25:51,381 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: status
2023-06-11 21:25:51,391 INFO    WriterThread:17864 [datastore.py:open_for_write():85] open: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\run-9uhxg7mk.wandb
2023-06-11 21:25:51,391 DEBUG   SenderThread:17864 [sender.py:send():369] send: header
2023-06-11 21:25:51,427 DEBUG   SenderThread:17864 [sender.py:send():369] send: run
2023-06-11 21:25:51,894 INFO    SenderThread:17864 [dir_watcher.py:__init__():211] watching files in: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files
2023-06-11 21:25:51,894 INFO    SenderThread:17864 [sender.py:_start_run_threads():1100] run started: 9uhxg7mk with start time 1686489951.381386
2023-06-11 21:25:51,897 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: summary_record
2023-06-11 21:25:51,898 INFO    SenderThread:17864 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-11 21:25:51,904 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: check_version
2023-06-11 21:25:51,905 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: check_version
2023-06-11 21:25:52,142 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: run_start
2023-06-11 21:25:52,158 DEBUG   HandlerThread:17864 [system_info.py:__init__():31] System info init
2023-06-11 21:25:52,158 DEBUG   HandlerThread:17864 [system_info.py:__init__():46] System info init done
2023-06-11 21:25:52,158 INFO    HandlerThread:17864 [system_monitor.py:start():181] Starting system monitor
2023-06-11 21:25:52,158 INFO    SystemMonitor:17864 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-11 21:25:52,158 INFO    HandlerThread:17864 [system_monitor.py:probe():201] Collecting system info
2023-06-11 21:25:52,162 INFO    SystemMonitor:17864 [interfaces.py:start():190] Started cpu monitoring
2023-06-11 21:25:52,162 INFO    SystemMonitor:17864 [interfaces.py:start():190] Started disk monitoring
2023-06-11 21:25:52,162 INFO    SystemMonitor:17864 [interfaces.py:start():190] Started gpu monitoring
2023-06-11 21:25:52,168 INFO    SystemMonitor:17864 [interfaces.py:start():190] Started memory monitoring
2023-06-11 21:25:52,176 INFO    SystemMonitor:17864 [interfaces.py:start():190] Started network monitoring
2023-06-11 21:25:52,188 DEBUG   HandlerThread:17864 [system_info.py:probe():195] Probing system
2023-06-11 21:25:52,189 DEBUG   HandlerThread:17864 [system_info.py:_probe_git():180] Probing git
2023-06-11 21:25:52,241 DEBUG   HandlerThread:17864 [system_info.py:_probe_git():188] Probing git done
2023-06-11 21:25:52,241 DEBUG   HandlerThread:17864 [system_info.py:probe():240] Probing system done
2023-06-11 21:25:52,241 DEBUG   HandlerThread:17864 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.9.13', 'heartbeatAt': '2023-06-11T13:25:52.188830', 'startedAt': '2023-06-11T13:25:51.367423', 'docker': None, 'cuda': None, 'args': ('.\\config\\train_api583.py', '--device=cpu'), 'state': 'running', 'program': 'D:\\GitHub\\nanoGPT\\train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/tingweihg/nanoGPT.git', 'commit': 'ea2b565eb50f4e8913c56df299ae3b78384d4492'}, 'email': 'tingweihg@gmail.com', 'root': 'D:/GitHub/nanoGPT', 'host': 'Talex', 'username': 'tingw', 'executable': 'D:\\GitHub\\nanoGPT\\env\\Scripts\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2496.0, 'min': 0.0, 'max': 2496.0}, 'cpu_freq_per_core': [{'current': 2496.0, 'min': 0.0, 'max': 2496.0}], 'disk': {'total': 5589.012691497803, 'used': 599.9293365478516}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 63.87064743041992}}
2023-06-11 21:25:52,241 INFO    HandlerThread:17864 [system_monitor.py:probe():211] Finished collecting system info
2023-06-11 21:25:52,241 INFO    HandlerThread:17864 [system_monitor.py:probe():214] Publishing system info
2023-06-11 21:25:52,241 DEBUG   HandlerThread:17864 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-11 21:25:52,246 DEBUG   HandlerThread:17864 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-11 21:25:52,247 INFO    HandlerThread:17864 [system_monitor.py:probe():216] Finished publishing system info
2023-06-11 21:25:52,249 DEBUG   SenderThread:17864 [sender.py:send():369] send: files
2023-06-11 21:25:52,249 INFO    SenderThread:17864 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-11 21:25:52,254 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: stop_status
2023-06-11 21:25:52,254 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: stop_status
2023-06-11 21:25:52,440 DEBUG   SenderThread:17864 [sender.py:send():369] send: telemetry
2023-06-11 21:25:52,850 INFO    wandb-upload_0:17864 [upload_job.py:push():133] Uploaded file C:\Users\tingw\AppData\Local\Temp\tmplew6i0bywandb\fh5wg53c-wandb-metadata.json
2023-06-11 21:25:52,903 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_created():272] file/dir created: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-metadata.json
2023-06-11 21:25:52,904 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_created():272] file/dir created: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-summary.json
2023-06-11 21:25:52,904 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_created():272] file/dir created: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\requirements.txt
2023-06-11 21:25:56,031 DEBUG   SenderThread:17864 [sender.py:send():369] send: exit
2023-06-11 21:25:56,031 INFO    SenderThread:17864 [sender.py:send_exit():574] handling exit code: 255
2023-06-11 21:25:56,031 INFO    SenderThread:17864 [sender.py:send_exit():576] handling runtime: 3
2023-06-11 21:25:56,031 INFO    SenderThread:17864 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-11 21:25:56,031 INFO    SenderThread:17864 [sender.py:send_exit():582] send defer
2023-06-11 21:25:56,031 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,032 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-11 21:25:56,032 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,032 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 0
2023-06-11 21:25:56,032 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 1
2023-06-11 21:25:56,032 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,032 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-11 21:25:56,032 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,032 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 1
2023-06-11 21:25:56,032 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 2
2023-06-11 21:25:56,032 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,032 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-11 21:25:56,032 INFO    HandlerThread:17864 [system_monitor.py:finish():190] Stopping system monitor
2023-06-11 21:25:56,032 DEBUG   SystemMonitor:17864 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-11 21:25:56,032 INFO    HandlerThread:17864 [interfaces.py:finish():202] Joined cpu monitor
2023-06-11 21:25:56,039 DEBUG   SystemMonitor:17864 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-11 21:25:56,039 INFO    HandlerThread:17864 [interfaces.py:finish():202] Joined disk monitor
2023-06-11 21:25:56,039 DEBUG   SystemMonitor:17864 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-11 21:25:56,090 INFO    HandlerThread:17864 [interfaces.py:finish():202] Joined gpu monitor
2023-06-11 21:25:56,090 INFO    HandlerThread:17864 [interfaces.py:finish():202] Joined memory monitor
2023-06-11 21:25:56,090 INFO    HandlerThread:17864 [interfaces.py:finish():202] Joined network monitor
2023-06-11 21:25:56,090 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,090 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 2
2023-06-11 21:25:56,090 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 3
2023-06-11 21:25:56,090 DEBUG   SenderThread:17864 [sender.py:send():369] send: stats
2023-06-11 21:25:56,090 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,091 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-11 21:25:56,091 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 3
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 4
2023-06-11 21:25:56,091 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,091 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-11 21:25:56,091 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 4
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 5
2023-06-11 21:25:56,091 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,091 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-11 21:25:56,091 DEBUG   SenderThread:17864 [sender.py:send():369] send: summary
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-11 21:25:56,091 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 5
2023-06-11 21:25:56,091 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 6
2023-06-11 21:25:56,091 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,091 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 6
